ptnum, x, y
 0, -7970194.68331687,  4738301.60502927
 0, -7970800.35710656,  4740200.41045566
 0, -7970908.63159924,  4740439.03700923
 0, -7971581.26030603,  4741921.44689962
 0, -7972145.76775175,  4742938.44434649
 0, -7973631.1995793,  4745231.7400353
 0, -7974609.04806755,  4747189.26272663
 0, -7976816.30379782,  4750764.93864587
 0, -7976823.256056,  4750773.07479711
 0, -7977996.90926421,  4752146.64052737
 0, -7978348.72338249,  4752558.40065411
 0, -7978491.8693333,  4752725.94008174
 0, -7979806.03514126,  4754040.09052287
 0, -7980401.86049494,  4754745.4610722
 0, -7981091.00490395,  4755760.4728889
 0, -7981409.62517116,  4756471.68328229
 0, -7981501.88358105,  4757194.33732265
 0, -7981444.69375036,  4757791.9349361
 0, -7980466.16959606,  4760289.14439516
 0, -7980286.38049633,  4761373.05519453
 0, -7980275.51221178,  4762072.13089732
 0, -7980274.89931942,  4762111.59082682
 0, -7980396.44958736,  4764165.7293857
 0, -7980434.45934954,  4764491.71565365
 0, -7980585.51131687,  4765786.92591583
 0, -7980678.93816219,  4766587.80856379
 0, -7980643.79200202,  4768010.70122592
 0, -7980909.33737729,  4769577.83571834
 0, -7981260.55196215,  4771041.95559456
 0, -7981088.04110066,  4772097.91523122
 0, -7981346.81292975,  4773654.62526887
 0, -7981532.55597694,  4775441.38656437
 0, -7981562.15694933,  4778258.30022398
 0, -7982707.63843523,  4782266.03747236
 0, -7983197.10300572,  4783688.30910726
 0, -7983640.24774917,  4784651.9632624
 0, -7984298.28371317,  4785806.43289576
 0, -7985077.99892026,  4786981.32071441
 0, -7986073.50733398,  4788545.25238728
 0, -7986234.87193928,  4789090.92237631
 0, -7986833.09654083,  4790239.68523614
 0, -7987663.65765727,  4791729.38871441
 0, -7989203.69962658,  4794491.49709362
 0, -7990192.17831639,  4796070.2512203
 0, -7992141.67797977,  4798514.16067827
 0, -7993317.84737321,  4799771.90924834
 0, -7996680.70388149,  4803128.10402884
 0, -7997870.65753114,  4804485.39782386
 0, -7999236.73251173,  4806541.37452938
 0, -7999488.78064421,  4807006.39791011
 0, -7999670.07765895,  4807663.57940108
 0, -7999456.72851381,  4808351.23867154
 0, -7997906.60241921,  4809895.97879734
 0, -7997895.04193268,  4810616.40054458
 0, -7996277.93502738,  4810762.19008214
 0, -7995862.38339772,  4811101.17616712
 0, -7995822.75197188,  4812094.73473981
 0, -7996417.7957428,  4813624.92124909
 0, -7996966.41530786,  4814668.5366815
 0, -7997490.68899033,  4815431.40780228
 0, -7999097.63896393,  4817769.67156454
 0, -7999921.58312911,  4819283.39881213
 0, -8000765.71013189,  4820464.63860187
 0, -8002903.77233207,  4823153.0635107
 0, -8004182.34837857,  4824864.62357512
 0, -8004822.05514065,  4825854.08685178
 0, -8005267.68987522,  4826741.86429854
 0, -8005281.24221175,  4827247.53071162
 0, -8004736.13172285,  4827749.50062318
 0, -8003916.5111379,  4827039.30471839
 0, -8003230.98770594,  4826674.38256593
 0, -8002523.27119078,  4826431.21016717
 0, -8001870.39837017,  4826552.84163926
 0, -8001751.80254932,  4827146.61688963
 0, -8001994.92498795,  4827944.50093926
 0, -8002692.04317335,  4829272.43321013
 0, -8002848.32457122,  4829835.47359078
 0, -8002812.43527313,  4830333.38897867
 0, -8003233.98221254,  4831581.01256319
 0, -8003737.34640928,  4832504.47549011
 0, -8003718.28026363,  4832909.15290197
 0, -8003042.75828218,  4832932.86680463
 0, -8001898.56380645,  4832451.35975269
 0, -8001382.04705405,  4832101.62905506
 0, -7999991.76727468,  4830866.16737017
 0, -7999308.75863831,  4830529.53101851
 0, -7998616.01693852,  4830516.65820159
 0, -7998005.61137456,  4830780.26980205
 0, -7997497.29720392,  4831344.33881412
 0, -7997431.90828723,  4831749.34839816
 0, -7998104.08279224,  4834357.71484858
 0, -7998340.57340722,  4834823.17910215
 0, -7999361.67856162,  4836384.77741863
 0, -8000087.83612482,  4837701.44384647
 0, -8000223.61186176,  4838475.58442104
 0, -8001344.68740807,  4841006.49689737
 0, -8001389.75665573,  4841415.97526118
 0, -8000860.19391568,  4842433.34488175
 0, -8000979.20375146,  4843562.41161777
 0, -8001543.07332384,  4845183.86980113
 0, -8002222.61877039,  4846425.2661296
 0, -8002927.71187151,  4847431.6590905
 0, -8004251.48896546,  4850333.26912677
 0, -8005658.83065842,  4854432.6952704
 0, -8005303.41555824,  4854268.70595529
 0, -8005004.14389632,  4853948.73758643
 0, -8004643.86462398,  4853734.64442771
 0, -8004119.94874167,  4853834.44308455
 0, -8003979.23888905,  4854056.77157704
 0, -8004008.76158452,  4855343.80973724
 0, -8004451.0280412,  4856111.66173386
 0, -8004748.38282702,  4857143.70635414
 0, -8004307.61849484,  4857162.31338642
 0, -8002347.22737774,  4855300.31019915
 0, -8001694.30786226,  4854135.92867762
 0, -8001634.06717688,  4853736.54224057
 0, -8001798.1006355,  4853066.11147215
 0, -8001578.58917946,  4852212.19287443
 0, -8001457.78192125,  4852023.0823304
 0, -8001385.58748365,  4851866.57664457
 0, -8001347.0899989,  4851767.56654559
 0, -8001357.42939661,  4851723.32101876
 0, -8001404.23407705,  4851693.689107
 0, -8001479.93407379,  4851680.03676746
 0, -8001639.37308793,  4851798.15061549
 0, -8001803.97808498,  4851804.89519469
 0, -8002272.11593841,  4851474.80063688
 0, -8002359.40227431,  4851046.0120775
 0, -8001412.66066492,  4848909.68589209
 0, -8000252.35695848,  4847626.82822886
 0, -7996354.67700731,  4843849.02298386
 0, -7995779.79802647,  4843642.54169382
 0, -7994870.74032281,  4842832.00175809
 0, -7993800.63069788,  4841372.7284142
 0, -7993791.30497949,  4841124.48526945
 0, -7994079.59005556,  4841293.55237282
 0, -7994766.19359021,  4840871.08939443
 0, -7993565.07484962,  4839092.92902562
 0, -7993328.91999647,  4838218.12609355
 0, -7993289.86081906,  4837386.35591147
 0, -7991787.10178748,  4836220.19764659
 0, -7991713.70629153,  4836258.3240864
 0, -7990577.96526875,  4834783.68144027
 0, -7987561.83080716,  4830568.55603716
 0, -7988126.57092305,  4830165.8198443
 0, -7988166.92643057,  4829969.75078004
 0, -7986805.90286811,  4827173.16271997
 0, -7986618.43272739,  4826563.36655973
 0, -7986152.38328256,  4825694.39678585
 0, -7984719.2579744,  4823470.81194483
 0, -7983578.79711089,  4821926.26627353
 0, -7981864.6032764,  4820123.26805621
 0, -7980365.20531723,  4818305.11871124
 0, -7979603.99135192,  4817002.87523653
 0, -7979548.63907356,  4816960.03063733
 0, -7979145.07780223,  4816647.66235103
 0, -7978571.56125687,  4816343.33777604
 0, -7977718.59720681,  4816207.84665853
 0, -7977294.59308309,  4816323.65408597
 0, -7977242.43052848,  4816601.36110375
 0, -7978091.29744618,  4817952.9091626
 0, -7979218.10922271,  4820107.2207176
 0, -7981300.94705189,  4825243.39588244
 0, -7981348.84313897,  4826110.70085347
 0, -7982301.94778784,  4827589.84411738
 0, -7983311.68584426,  4827596.42855933
 0, -7983380.55435759,  4827321.80692135
 0, -7984035.23639679,  4827933.32003039
 0, -7984379.15209205,  4829947.55421547
 0, -7984694.66695575,  4830770.22867017
 0, -7986332.89944281,  4833894.502963
 0, -7986833.44817602,  4834469.77518054
 0, -7987255.55407651,  4835164.67183607
 0, -7987305.22860498,  4836835.78951858
 0, -7986729.12415617,  4837069.00683115
 0, -7985839.38013926,  4836135.97836742
 0, -7984274.76659323,  4834330.36987495
 0, -7984186.79128992,  4834110.99054091
 0, -7984437.2329503,  4834123.83945982
 0, -7984551.87460405,  4833491.73189368
 0, -7983078.43944359,  4831110.10533177
 0, -7981904.54091849,  4829387.48945176
 0, -7981334.81296615,  4828826.18307664
 0, -7979429.57408123,  4825571.77016685
 0, -7978991.35367302,  4824698.72457139
 0, -7978754.27984583,  4823968.59668244
 0, -7979023.61375789,  4823699.87784501
 0, -7979171.43195146,  4822621.66709663
 0, -7978821.29841547,  4821144.17077816
 0, -7978482.38750292,  4820400.56658853
 0, -7977205.85666716,  4818592.30370281
 0, -7976004.79888107,  4815913.34374568
 0, -7975479.02293864,  4815500.11487806
 0, -7974370.49114315,  4814991.51673874
 0, -7973592.08172654,  4814888.79061873
 0, -7973227.86905977,  4815060.71083878
 0, -7973560.83933608,  4816913.57900319
 0, -7973833.66145255,  4817348.50826412
 0, -7974432.67699703,  4818108.787844
 0, -7974959.0431685,  4818600.50495641
 0, -7975604.92037054,  4820103.72762534
 0, -7975291.16538495,  4821193.83669306
 0, -7975442.55993306,  4822139.79442205
 0, -7976010.4821034,  4823089.76417035
 0, -7976789.85977936,  4825307.30796891
 0, -7977494.5689489,  4827312.07035535
 0, -7978224.37597478,  4828509.71698
 0, -7978651.96120142,  4830117.62990396
 0, -7979582.99795641,  4831990.31433185
 0, -7983570.63948676,  4838437.90546584
 0, -7985063.4803094,  4840271.56096021
 0, -7986948.42476156,  4842893.56742003
 0, -7987479.01328944,  4843794.87945514
 0, -7987972.09159559,  4845118.6848019
 0, -7991292.94916851,  4849606.62833767
 0, -7992149.06243088,  4850440.07960367
 0, -7993462.21996577,  4851970.35771696
 0, -7996215.3409084,  4855509.55934936
 0, -7997047.44664434,  4856275.34396196
 0, -7998321.55167747,  4857965.23974315
 0, -8000273.37343514,  4860554.02869207
 0, -8002084.14443466,  4864010.65893003
 0, -8002296.63824563,  4865241.62894823
 0, -8002296.85376963,  4866437.95173872
 0, -8002520.43557814,  4867389.40899336
 0, -8002577.54521564,  4868419.55113552
 0, -8002317.53202835,  4868813.94784479
 0, -8001954.57032433,  4868628.88037254
 0, -8001451.88919883,  4868867.45030243
 0, -8001322.90078912,  4869322.86838927
 0, -8001447.18354515,  4869956.36793046
 0, -8001696.92186591,  4870463.0500858
 0, -8001656.00550526,  4871375.58346119
 0, -8001883.76053433,  4873202.530181
 0, -8001647.43639218,  4873639.14321612
 0, -8001120.03575421,  4873753.72472828
 0, -8000306.19917048,  4874915.84535078
 0, -7998265.05366447,  4874925.66798376
 0, -7996501.64510326,  4874934.16033983
 0, -7995879.0715358,  4874771.46712765
 0, -7995471.11088265,  4874817.91727359
 0, -7995446.04115619,  4875402.1740079
 0, -7993691.56572593,  4876704.93792448
 0, -7993233.66842551,  4878611.24661264
 0, -7993778.81766663,  4879546.3920148
 0, -7994271.0458424,  4880181.36640488
 0, -7994806.13182506,  4880357.23564672
 0, -7995245.20788487,  4880394.50338706
 0, -7997775.10119158,  4879765.22829605
 0, -7998009.76221222,  4879586.04670897
 0, -7997911.2104541,  4879509.10457602
 0, -7997420.06568729,  4879481.27724909
 0, -7997138.17868173,  4879556.46424739
 0, -7997119.01979205,  4879496.5441835
 0, -8000334.54249562,  4879117.00644462
 0, -8002571.60843954,  4879344.34309031
 0, -8004195.04387752,  4879575.02174105
 0, -8007333.18779811,  4880538.17341971
 0, -8008506.7221192,  4880950.9440106
 0, -8010240.82763233,  4881725.85293867
 0, -8010529.11296182,  4881915.00668419
 0, -8010854.2463842,  4882311.45497779
 0, -8010952.00861866,  4882976.63518255
 0, -8011351.00952668,  4883654.71498301
 0, -8011564.58142216,  4883895.86193112
 0, -8011832.95768835,  4884063.67565953
 0, -8011895.34982958,  4884544.56763841
 0, -8010870.12700947,  4885542.37489741
 0, -8010825.44145449,  4885796.22071994
 0, -8010872.80232257,  4886017.21685831
 0, -8011150.23063949,  4886324.70089048
 0, -8011121.08559801,  4887156.43234734
 0, -8011416.89735926,  4888220.33585348
 0, -8011916.53353484,  4888592.33175755
 0, -8012328.38487982,  4888756.7606322
 0, -8013094.02931765,  4888870.81195905
 0, -8015037.71453875,  4888847.86865806
 0, -8015887.99701352,  4888610.52814807
 0, -8016410.99631817,  4888602.82003494
 0, -8016648.67191031,  4888625.85011365
 0, -8016543.64377742,  4888807.20392306
 0, -8015921.63597533,  4888888.89895162
 0, -8013869.59869585,  4889699.00110251
 0, -8013215.99328437,  4889808.8130326
 0, -8012332.11607706,  4889817.47947269
 0, -8010871.55256157,  4890494.14258307
 0, -8009540.63284581,  4890657.81408824
 0, -8008374.58515354,  4891187.11387383
 0, -8008169.61618244,  4891315.12223426
 0, -8008056.58875928,  4891613.65200447
 0, -8008257.20800935,  4891968.2835662
 0, -8008658.20443811,  4892232.82354447
 0, -8009584.33380138,  4892304.19776876
 0, -8009718.89741537,  4892348.12510956
 0, -8009615.80740608,  4892722.08797188
 0, -8009453.8166807,  4892888.30727601
