ptnum, x, y
 0, -7708751.74397725,  4905411.69755333
 0, -7711983.21895353,  4900160.45928613
 0, -7717993.72078004,  4891126.76136452
 0, -7719555.06621579,  4887045.34706071
 0, -7719838.95692893,  4885657.14678634
 0, -7719406.89694507,  4885456.6836018
 0, -7719589.19647005,  4882725.87970656
 0, -7720497.39504323,  4880939.99982003
 0, -7720016.4409018,  4879617.82170512
 0, -7719176.2820175,  4878850.20100982
 0, -7717469.65582973,  4878551.64900669
 0, -7720568.45142562,  4876595.63737153
 0, -7720214.39763094,  4876033.14541129
 0, -7719676.04428998,  4875177.66465067
 0, -7712849.30945664,  4874264.15651685
 0, -7704071.47115466,  4872684.46656283
 0, -7703102.03227731,  4872164.82402833
 0, -7703425.35499278,  4869355.94736306
 0, -7705848.12138473,  4868318.15271006
 0, -7705870.70746378,  4868148.86608866
 0, -7704029.98708467,  4868176.54199468
 0, -7696201.21929312,  4870844.73941066
 0, -7686526.75864102,  4877925.85970906
 0, -7683581.95314517,  4880234.96346935
 0, -7672649.14021003,  4881861.71817415
 0, -7665942.30142939,  4884860.39295321
 0, -7664287.37046305,  4885328.85573404
 0, -7657632.45019338,  4886413.40528352
 0, -7655996.13929674,  4886961.34087138
 0, -7656919.61827328,  4887765.20430194
 0, -7646630.67924327,  4889651.83503579
 0, -7639234.30757496,  4889098.26310175
 0, -7638373.24505243,  4889358.9215661
 0, -7632324.18764062,  4891190.09980241
 0, -7631770.82173339,  4891571.72066289
 0, -7631108.06274263,  4893535.60658482
 0, -7630073.12462605,  4900088.99648798
 0, -7629780.36860241,  4904589.04906376
 0, -7630090.77282015,  4911426.29679016
 0, -7628625.79782354,  4912342.80492451
 0, -7629254.9136932,  4913730.59462763
 0, -7630708.50161452,  4914240.91550094
 0, -7630339.29513864,  4916016.33594504
 0, -7630289.53624153,  4916255.64435305
 0, -7629137.39139894,  4918413.25411044
 0, -7629067.01713374,  4918545.04919343
 0, -7627739.69936212,  4919461.62884915
 0, -7626726.69374757,  4919249.23648478
 0, -7624935.16339055,  4919399.30865257
 0, -7621032.85919729,  4922129.60887117
 0, -7621083.1053176,  4924285.24571813
 0, -7621685.78645413,  4925270.48656206
 0, -7622225.14335778,  4926152.1779791
 0, -7622721.43362829,  4927671.37141652
 0, -7623703.74263112,  4932542.37814898
 0, -7624476.3079822,  4933359.80933131
 0, -7625372.91376436,  4933402.1195813
 0, -7626364.84853134,  4932984.39948426
 0, -7627832.56849539,  4935824.66183549
 0, -7628452.0767421,  4938890.64510443
 0, -7627335.58161412,  4940195.62292015
 0, -7627365.66408824,  4941276.01283831
 0, -7627728.57155838,  4941699.27853256
 0, -7629685.33714403,  4942679.48533978
 0, -7630864.94033206,  4943847.78712078
 0, -7631548.30699776,  4945014.54554882
 0, -7630449.6108447,  4947969.45231722
 0, -7630500.8904954,  4948290.69271795
 0, -7631213.2304159,  4948700.40472933
 0, -7629372.26072633,  4953987.81066567
 0, -7629802.97189154,  4960010.04362533
 0, -7632069.71764922,  4961696.06006037
 0, -7633110.89521457,  4962047.72722415
 0, -7635167.92137172,  4961882.42629062
 0, -7636441.37242764,  4961259.0770547
 0, -7637143.03123357,  4961610.93627169
 0, -7637360.73862229,  4962038.79873845
 0, -7636717.16889937,  4963589.74385689
 0, -7634427.26089573,  4966166.53285377
 0, -7633521.34550536,  4968323.19185368
 0, -7633066.96952476,  4973035.15454536
 0, -7634419.28080617,  4976846.50075563
 0, -7635702.08769842,  4979275.67955955
 0, -7636444.2978804,  4979862.62403612
 0, -7633087.93553966,  4984927.22356899
 0, -7629209.87152376,  4988975.44410051
 0, -7626991.03437039,  4990668.17848274
 0, -7623873.72666005,  4996229.67116466
 0, -7623414.20617177,  4998314.2077073
 0, -7623436.87697688,  5001648.94710423
 0, -7622364.22406179,  5003779.09270178
 0, -7618309.06761373,  5007164.77814553
 0, -7617180.7068553,  5009350.80078662
 0, -7616930.19659495,  5010847.87649215
 0, -7617597.07813971,  5014221.49925789
 0, -7621376.24901704,  5021161.3786056
 0, -7621640.63161446,  5022601.82349279
 0, -7615235.44531375,  5020858.946462
 0, -7613329.07660698,  5020354.22914796
 0, -7610235.24514554,  5020372.74332479
 0, -7607757.39965766,  5019505.78408534
 0, -7606725.67226081,  5019001.07959441
 0, -7603954.77544383,  5017987.41570227
 0, -7600249.07058461,  5017171.462493
 0, -7597377.14055546,  5016338.10089105
 0, -7592653.82392697,  5014531.27551753
 0, -7590509.1182581,  5013895.24263325
 0, -7580544.92678045,  5010578.24808105
 0, -7569521.37512101,  5006439.16564705
 0, -7566533.91443417,  5004874.16040466
 0, -7564583.80160071,  5003994.96004339
 0, -7560324.25897075,  5002603.01633921
 0, -7554225.17533969,  5000064.3771893
 0, -7551377.23119545,  4998766.50406852
 0, -7545721.89492195,  4995892.10237492
 0, -7537600.63765372,  4991859.41548224
 0, -7536821.10576931,  4991534.78927599
 0, -7527190.40894498,  4986528.34840543
 0, -7517033.11954734,  4981070.70892417
 0, -7509552.69019543,  4977832.56310318
 0, -7505293.26412182,  4975645.43556605
 0, -7504318.6973952,  4974954.08932917
 0, -7504719.99434721,  4974904.13751145
 0, -7504489.74716918,  4974712.27356734
 0, -7503169.35837513,  4974006.58774193
 0, -7500556.65502689,  4972902.89313841
 0, -7487289.55300963,  4962549.87595208
 0, -7485129.29236845,  4960270.54967222
 0, -7483052.67492712,  4958347.64214337
 0, -7480862.21142659,  4956594.23580585
 0, -7470529.31918157,  4946726.39169236
 0, -7468109.94335031,  4944415.92814903
 0, -7466507.36093223,  4942714.17187905
 0, -7453062.11474264,  4929645.38056198
 0, -7450180.58452214,  4926977.11428415
 0, -7447853.66720317,  4925007.65149042
 0, -7439900.18949392,  4916654.16955514
 0, -7431296.70160303,  4904109.19716269
 0, -7430459.15238669,  4902217.91593109
 0, -7423645.25827593,  4890723.63885706
 0, -7417704.17927651,  4882169.21227307
 0, -7416779.88321093,  4880379.11101545
 0, -7415864.11118315,  4877762.07271366
 0, -7408208.66326221,  4861651.71227601
 0, -7405953.71571527,  4856006.66606796
 0, -7402868.8480073,  4851337.42820547
 0, -7400519.78066304,  4846169.15294004
 0, -7399746.00240571,  4843278.79332225
 0, -7390251.18843713,  4823581.12792535
 0, -7389019.32519742,  4821652.10334942
 0, -7386673.94708203,  4819235.37878972
 0, -7384412.92380353,  4814972.97361026
 0, -7383820.14686549,  4813855.54288419
 0, -7381795.79435219,  4811127.7546436
 0, -7379970.36035708,  4807201.47783855
 0, -7378493.25703098,  4804804.60759382
 0, -7375489.33461776,  4802580.81808624
 0, -7372086.15073113,  4798594.70709321
 0, -7364222.68453516,  4790545.19254652
 0, -7363074.84056876,  4790209.39102686
 0, -7364417.49419469,  4779493.79940967
 0, -7364994.51796832,  4777885.76178128
 0, -7363627.63272083,  4771810.69586457
 0, -7350624.5130562,  4748453.81769485
 0, -7352058.20738726,  4733967.59431857
 0, -7352598.25065891,  4730425.78489052
 0, -7352912.04770916,  4729449.88143376
 0, -7357292.22142596,  4721227.68852644
 0, -7357720.77243039,  4720703.73590831
 0, -7359053.96097402,  4720369.88130498
 0, -7360494.57290126,  4721566.9329864
 0, -7364485.23063714,  4716132.04196701
 0, -7365034.71402249,  4715565.37079808
 0, -7365018.99972664,  4717077.46597052
 0, -7364605.40974808,  4718126.159771
 0, -7363954.73234631,  4718525.45144552
 0, -7363491.93477649,  4719785.78108301
 0, -7364843.14329813,  4721479.35813487
 0, -7364970.93993297,  4723995.93245322
 0, -7365604.16876696,  4726030.29129877
 0, -7366607.0818177,  4725621.96512319
 0, -7367415.78935894,  4726321.97848515
 0, -7367607.28798588,  4727368.60194725
 0, -7366712.0329681,  4728727.66168337
 0, -7365380.95700732,  4729198.4530042
 0, -7365292.48100148,  4730590.95394638
 0, -7365996.29857989,  4731516.36630122
 0, -7365987.28001928,  4731834.67465949
 0, -7364438.36737981,  4733417.03888888
 0, -7362580.6995653,  4732584.13279048
 0, -7361499.44043772,  4734279.62645621
 0, -7361180.77631684,  4735086.53967652
 0, -7360974.18142383,  4736383.37109926
 0, -7361092.60246145,  4737798.10724289
 0, -7361691.57958145,  4738966.72215991
 0, -7362048.6763509,  4739283.59552071
 0, -7363975.25001984,  4739660.55738264
 0, -7365156.94227808,  4740876.78706553
 0, -7366048.03408479,  4741287.08619329
 0, -7367247.78427551,  4741161.35229418
 0, -7367612.20950861,  4740247.70478695
 0, -7367744.47025105,  4740231.66314525
 0, -7369180.71406156,  4740057.46430667
 0, -7371194.53355215,  4738009.42771534
 0, -7372059.9686407,  4735865.6875286
 0, -7373222.81121764,  4735289.80149358
 0, -7374143.52780348,  4735685.62146217
 0, -7374517.70371409,  4735503.91718277
 0, -7375694.26065077,  4733468.29298503
 0, -7376115.87402587,  4731270.22744579
 0, -7375966.96016796,  4729773.63017965
 0, -7375310.52808755,  4728990.64359625
 0, -7373551.85263493,  4727940.317561
 0, -7373407.07744996,  4727175.00538991
 0, -7373480.58643382,  4726324.39969132
 0, -7373351.45573057,  4724853.43061519
 0, -7372767.07847096,  4723195.81734921
 0, -7372794.07219818,  4722172.90425387
 0, -7372949.82692431,  4721985.80689282
 0, -7373337.99001234,  4722690.08430571
 0, -7373945.66573684,  4723054.23709221
 0, -7375833.97773412,  4722926.7670932
 0, -7376842.46774951,  4722449.27436034
 0, -7377706.89634746,  4721327.49503127
 0, -7377940.36801872,  4720581.10785197
 0, -7378029.59928018,  4719555.73981274
 0, -7378630.93052629,  4718477.87861884
 0, -7378693.80526448,  4718310.89061714
 0, -7379689.10182161,  4715667.67892274
 0, -7380161.32688345,  4712267.61748793
 0, -7380101.11617034,  4707885.38019096
 0, -7378933.0251327,  4704843.18201126
 0, -7378913.35014694,  4704791.94339708
 0, -7379869.52723776,  4698332.70788208
 0, -7379985.87950249,  4696841.76951976
 0, -7380365.86975143,  4695504.50717766
 0, -7380682.84616946,  4694890.39245133
 0, -7381935.78803671,  4693740.24628216
 0, -7382223.54816273,  4693172.46954821
 0, -7382883.37488453,  4690892.92614012
 0, -7382459.9722018,  4689805.76405343
 0, -7385138.57215301,  4687824.03055242
 0, -7388031.12423775,  4685250.61776939
 0, -7391246.60785572,  4682813.3761399
 0, -7396732.92412702,  4676672.08954379
 0, -7398939.11565604,  4673056.52376981
 0, -7401900.78127257,  4666518.3278675
 0, -7402426.07888571,  4665155.55449232
 0, -7408571.75516988,  4649212.95671012
 0, -7408883.73117069,  4647956.77579324
 0, -7413487.99374385,  4629417.99740031
 0, -7415023.49465823,  4618662.41816209
 0, -7419735.50430178,  4605413.3374372
 0, -7422424.38614085,  4603891.6248313
 0, -7424543.69187853,  4600947.12006875
 0, -7428141.04237964,  4598637.26810668
 0, -7428737.37402914,  4597659.38969668
 0, -7428490.31207628,  4597615.77255968
 0, -7429318.97017595,  4595798.05046277
 0, -7432093.36461731,  4591316.98297008
 0, -7431966.02934109,  4591022.08872767
 0, -7431970.3836123,  4591006.11387531
 0, -7432495.13000999,  4589080.8643517
 0, -7434659.87124481,  4586394.5736497
 0, -7435291.16689875,  4585967.29737157
 0, -7438016.97142584,  4584989.5749939
 0, -7439182.76544514,  4583016.07943694
 0, -7441078.67774743,  4581209.6769383
 0, -7441932.59451604,  4581077.01150774
 0, -7442887.28782812,  4580469.46176391
 0, -7447552.76421376,  4576512.44060883
 0, -7450121.32320009,  4573537.34596454
 0, -7451181.04606129,  4571658.61897127
 0, -7454268.21169316,  4568714.37429408
 0, -7456182.48507404,  4569111.89367071
 0, -7457412.27949644,  4568821.65981639
 0, -7458594.91924992,  4568189.8614876
 0, -7461270.61919006,  4566160.42978763
 0, -7463973.87013424,  4563461.87324131
 0, -7467083.09245409,  4559454.78432501
 0, -7469414.12545374,  4555698.39626797
 0, -7471328.97733689,  4553431.11437938
 0, -7475276.02406057,  4550171.20838643
 0, -7476506.49982854,  4549406.98034794
 0, -7476381.61310944,  4551023.41854214
 0, -7478155.19109408,  4549882.84276882
 0, -7482240.81790654,  4545560.81347452
 0, -7485328.2596585,  4540123.7686349
 0, -7487055.75332033,  4537805.38057527
 0, -7488516.50855212,  4536465.30759978
 0, -7489330.90789122,  4535049.78315392
 0, -7489740.03829911,  4533976.5553486
 0, -7490715.96243383,  4529658.46579438
 0, -7490855.88734113,  4525701.57838559
 0, -7490517.29997274,  4521928.45650437
 0, -7490543.68684156,  4520015.53974087
 0, -7491826.0721488,  4518755.60089329
 0, -7493863.32321509,  4517411.24727645
 0, -7494150.91397307,  4516925.2216184
 0, -7499023.12930266,  4514784.2171575
 0, -7499251.69782417,  4514651.16613058
 0, -7499663.64624255,  4514463.64792568
 0, -7499762.97787575,  4514423.27220919
 0, -7508770.78927131,  4510320.45373228
 0, -7508805.19150525,  4510305.02583311
 0, -7509726.98116481,  4509891.64346192
 0, -7509881.32554493,  4509828.90649957
 0, -7515616.9690094,  4508925.38362988
 0, -7516065.99481581,  4508895.21663621
 0, -7519998.44964228,  4508646.23126516
 0, -7522894.20577802,  4508480.76879433
 0, -7534538.65236477,  4507709.43322249
 0, -7552080.87241203,  4506547.44142518
 0, -7552103.5930079,  4506545.93643171
 0, -7626864.3957033,  4501999.99776139
 0, -7633067.67586414,  4501537.4561009
 0, -7633566.0188244,  4501482.49462037
 0, -7633585.94004053,  4501481.12260641
 0, -7640193.01420842,  4501026.0806692
 0, -7700496.36002493,  4498640.93522685
 0, -7700147.26320344,  4500762.78065079
 0, -7699761.33871069,  4503195.5363858
 0, -7699395.93242507,  4505499.20492416
 0, -7699257.24804446,  4506373.77591954
 0, -7699101.57454212,  4507401.33486126
 0, -7700447.64884289,  4510698.96663547
 0, -7701359.05279402,  4510755.34892867
 0, -7701368.67975088,  4510755.94448231
 0, -7716970.63133731,  4511885.17512038
 0, -7721102.29155313,  4512151.43339047
 0, -7721200.91844155,  4512180.42775434
 0, -7722653.44632079,  4512286.09310546
 0, -7722840.21199562,  4512269.92239475
 0, -7732276.24707551,  4513069.02112426
 0, -7732506.06098111,  4513121.18618065
 0, -7743826.3708937,  4513927.68759501
 0, -7744673.13601258,  4514000.14425873
 0, -7751817.03419392,  4514519.44763729
 0, -7755360.81098126,  4514810.81083825
 0, -7755380.67241816,  4514812.3942342
 0, -7760618.65693925,  4515229.97749708
 0, -7767305.40183314,  4515324.30553586
 0, -7767430.45465844,  4515310.05488639
 0, -7767559.19415774,  4515286.92303791
 0, -7770731.00911245,  4515332.36733402
 0, -7770744.61726186,  4515332.56349982
 0, -7771649.92841162,  4515489.19814129
 0, -7773077.10554853,  4515733.1409903
 0, -7774532.67999703,  4515950.98885124
 0, -7776355.46229776,  4516247.59046953
 0, -7779206.69097957,  4516699.38096071
 0, -7783431.12167274,  4517381.62645747
 0, -7789226.0204719,  4517087.0958504
 0, -7789798.24009193,  4517038.14663207
 0, -7799516.10880816,  4516217.85470372
 0, -7799798.74643147,  4516239.10324668
 0, -7810185.42097943,  4515341.43667557
 0, -7810285.2558043,  4515364.04238664
 0, -7811941.16590431,  4515201.15791041
 0, -7812223.05949485,  4515191.53817939
 0, -7813131.94953954,  4515141.79132414
 0, -7814876.22980281,  4514999.99797998
 0, -7815230.9088581,  4514967.44716739
 0, -7816283.02681958,  4514887.55666855
 0, -7823846.31366895,  4514313.25342404
 0, -7826819.5769782,  4514090.71229682
 0, -7826875.18258501,  4514086.2563914
 0, -7829749.50760379,  4513884.65312141
 0, -7831643.42561365,  4513716.5580677
 0, -7831646.69814074,  4513716.26761394
 0, -7841096.64509474,  4513086.91637115
 0, -7841439.57764508,  4513054.72238955
 0, -7843061.80699988,  4512953.84657765
 0, -7853152.60307097,  4512306.05497768
 0, -7853161.82781883,  4512305.35960874
 0, -7855077.04955169,  4512187.41978443
 0, -7863243.84235409,  4511764.26568745
 0, -7870346.20513643,  4511430.08973618
 0, -7870390.05365966,  4511423.31961794
 0, -7870662.90020583,  4511415.96556514
 0, -7880773.33077661,  4510677.80025363
 0, -7881733.57250533,  4510622.15214532
 0, -7881736.62905077,  4510622.00944184
 0, -7886215.27748162,  4510412.91107909
 0, -7912911.25154878,  4508692.961395
 0, -7914888.39909147,  4508550.36444214
 0, -7915444.62848567,  4508520.53513793
 0, -7928579.17725065,  4507816.15951294
 0, -7928705.05883644,  4507798.82058498
 0, -7928725.24776416,  4507797.80631429
 0, -7940557.86778335,  4507224.39469223
 0, -7940718.14713621,  4507214.31679986
 0, -7945449.07548002,  4505413.03986862
 0, -7945455.08715154,  4505403.90123361
 0, -7945518.04805455,  4505337.72719114
 0, -7945723.99020457,  4505121.2750132
 0, -7947111.94921567,  4503662.48306213
 0, -7947198.692136,  4503571.31331361
 0, -7945108.10341914,  4510796.23568127
 0, -7944014.23385969,  4519173.12527526
 0, -7943163.88460192,  4524669.21824842
 0, -7942395.58695807,  4534566.0298144
 0, -7943024.54405056,  4539315.88190465
 0, -7943986.60968522,  4543657.1592475
 0, -7945814.18102234,  4552662.85897255
 0, -7947637.27811876,  4566996.60051217
 0, -7948191.12568817,  4570342.71454439
 0, -7948652.03849823,  4572322.34058155
 0, -7948590.12882255,  4575628.31570591
 0, -7948869.82380041,  4587597.3217212
 0, -7949061.23118641,  4591502.19035927
 0, -7949452.77713657,  4596121.84544568
 0, -7949619.93507756,  4598093.36586352
 0, -7950169.99900514,  4607772.99047075
 0, -7948625.97921343,  4614845.57886537
 0, -7948164.74581899,  4618504.6335018
 0, -7948237.59957191,  4619138.42322946
 0, -7947872.48160931,  4620424.13347282
 0, -7947748.41204328,  4621052.65472455
 0, -7947236.29520957,  4623647.28435144
 0, -7946821.15385874,  4627277.89397877
 0, -7946701.76889546,  4632927.77615969
 0, -7946566.98844111,  4635336.45679736
 0, -7946292.96348565,  4637217.93347694
 0, -7946230.15184112,  4638316.14445325
 0, -7946680.86268999,  4642062.98612691
 0, -7946595.55127752,  4642788.03278059
 0, -7946143.74063204,  4644872.36931935
 0, -7945939.28596309,  4647332.65230023
 0, -7945917.88657068,  4647590.20021264
 0, -7945988.8990353,  4650103.41591231
 0, -7946233.6153585,  4652812.40936419
 0, -7946336.77901305,  4653954.4648601
 0, -7946397.2647242,  4654363.37788758
 0, -7946604.70828016,  4655765.85420391
 0, -7946961.9101231,  4660178.1337948
 0, -7947064.15201114,  4662540.70180731
 0, -7947398.7871641,  4664631.15230427
 0, -7947730.06440879,  4667755.79405935
 0, -7948703.64300579,  4673673.85006707
 0, -7949219.09787203,  4675946.67413522
 0, -7950053.11002718,  4678637.67376776
 0, -7950413.75174915,  4679158.92489399
 0, -7950496.84762384,  4680000.89585325
 0, -7950821.24670102,  4681349.91728207
 0, -7951973.35210405,  4683954.18282879
 0, -7952555.08765653,  4685269.40486862
 0, -7954835.68327399,  4689480.83607809
 0, -7959872.80612774,  4697906.45915392
 0, -7960662.09657821,  4699531.09228496
 0, -7962059.44069168,  4705264.35312506
 0, -7962736.04632631,  4708870.9570993
 0, -7963395.43247458,  4713055.86465657
 0, -7963716.58469131,  4715094.62315829
 0, -7964246.08816554,  4717435.74778872
 0, -7966525.84461696,  4722931.86532206
 0, -7967384.9885009,  4724029.17248416
 0, -7968461.16857066,  4725635.76578902
 0, -7969038.26327532,  4726706.70453387
 0, -7969391.41983729,  4727502.38715032
 0, -7969752.73527134,  4728505.9157413
 0, -7970014.87426258,  4729899.30158441
 0, -7969983.88786029,  4731474.85995295
 0, -7969787.43665348,  4733520.33702186
 0, -7969730.23125724,  4735163.20972252
 0, -7969916.8978395,  4737010.43905564
